Job démarré sur gnode4 à Wed Feb 11 12:30:26 CET 2026
Run main_expe
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p005__ds0p01__dm0p01
  -> run QUBO_dim128_t4
     avg_score=-866.859985 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-789.020020 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1060.239990 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1017.479980 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-914.599976 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-2090.340088 | runtime=1.03s
  -> run QUBO_dim256_t4
     avg_score=-2032.780029 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-1831.439941 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.708314 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.727373 | runtime=0.77s
  -> run NK_dim128_t4
     avg_score=0.713834 | runtime=0.81s
  -> run NK_dim128_t8
     avg_score=0.606747 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.691157 | runtime=1.03s
  -> run NK_dim256_t2
     avg_score=0.697785 | runtime=1.06s
  -> run NK_dim256_t4
     avg_score=0.656389 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.574679 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711914 | runtime=0.73s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.744344 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.743332 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.661820 | runtime=0.90s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p007__ds0p3__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-202.039993 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-149.839996 | runtime=0.73s
  -> run QUBO_dim64_t2
     avg_score=-139.919998 | runtime=0.73s
  -> run QUBO_dim64_t3
     avg_score=-416.980011 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-329.220001 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-309.260010 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-558.380005 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-435.899994 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-418.480011 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1146.119995 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-921.460022 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-870.559998 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1371.160034 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1172.959961 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-1071.760010 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-2791.239990 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-2334.560059 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-2224.879883 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.710240 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.735911 | runtime=0.77s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.749413 | runtime=0.81s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.650651 | runtime=1.14s
  -> run NK_dim256_t1
     avg_score=0.702769 | runtime=1.04s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.723026 | runtime=1.05s
  -> run NK_dim256_t4
     avg_score=0.706426 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.589678 | runtime=1.82s
  -> run NK_dim64_t1
     avg_score=0.711924 | runtime=0.73s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.743971 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.753454 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.720265 | runtime=0.90s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p007__ds0p3__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-197.039993 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-149.619995 | runtime=0.74s
  -> run QUBO_dim64_t2
     avg_score=-139.320007 | runtime=0.74s
  -> run QUBO_dim64_t3
     avg_score=-402.279999 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-328.739990 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-299.420013 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-487.619995 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-408.959991 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-386.540009 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1005.119995 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-855.239990 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-768.460022 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-982.239990 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-996.119995 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-886.239990 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-2009.260010 | runtime=1.03s
  -> run QUBO_dim256_t4
     avg_score=-1960.119995 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-1783.199951 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.707004 | runtime=0.76s
  -> run NK_dim128_t2
     avg_score=0.724843 | runtime=0.77s
  -> run NK_dim128_t4
     avg_score=0.706328 | runtime=0.81s
  -> run NK_dim128_t8
     avg_score=0.605769 | runtime=1.14s
  -> run NK_dim256_t1
     avg_score=0.687263 | runtime=1.03s
  -> run NK_dim256_t2
     avg_score=0.692538 | runtime=1.05s
  -> run NK_dim256_t4
     avg_score=0.649212 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.573761 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711884 | runtime=0.73s
  -> run NK_dim64_t2
     avg_score=0.743470 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.741680 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.657902 | runtime=0.89s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p01__ds0p01__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-201.460007 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-149.179993 | runtime=0.74s
  -> run QUBO_dim64_t2
     avg_score=-139.979996 | runtime=0.74s
  -> run QUBO_dim64_t3
     avg_score=-418.660004 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-331.019989 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-307.220001 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-555.919983 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-432.359985 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-415.540009 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1144.680054 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-897.640015 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-858.979980 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1332.119995 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1151.560059 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-1059.400024 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-2708.260010 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-2323.840088 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-2151.020020 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.710541 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736136 | runtime=0.77s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.746845 | runtime=0.81s
  -> run NK_dim128_t8
     avg_score=0.644478 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.701894 | runtime=1.04s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.720829 | runtime=1.06s
  -> run NK_dim256_t4
     avg_score=0.704486 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.587622 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711976 | runtime=0.73s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.744515 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.751504 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.714417 | runtime=0.90s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p01__ds0p01__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-188.479996 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-146.960007 | runtime=0.74s
  -> run QUBO_dim64_t2
     avg_score=-137.899994 | runtime=0.74s
  -> run QUBO_dim64_t3
     avg_score=-383.739990 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-321.720001 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-291.679993 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-418.920013 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-380.119995 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-361.700012 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-840.179993 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-777.919983 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-704.320007 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-754.460022 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-846.679993 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-773.799988 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-1491.420044 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-1685.119995 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-1560.040039 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.702439 | runtime=0.76s
  -> run NK_dim128_t2
     avg_score=0.713046 | runtime=0.77s
  -> run NK_dim128_t4
     avg_score=0.682666 | runtime=0.81s
  -> run NK_dim128_t8
     avg_score=0.603017 | runtime=1.14s
  -> run NK_dim256_t1
     avg_score=0.676573 | runtime=1.03s
  -> run NK_dim256_t2
     avg_score=0.675929 | runtime=1.05s
  -> run NK_dim256_t4
     avg_score=0.627967 | runtime=1.13s
  -> run NK_dim256_t8
     avg_score=0.572480 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711793 | runtime=0.73s
  -> run NK_dim64_t2
     avg_score=0.741583 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.727640 | runtime=0.75s
  -> run NK_dim64_t8
     avg_score=0.646304 | runtime=0.90s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p01__ds0p15__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-200.940002 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-150.039993 | runtime=0.74s
  -> run QUBO_dim64_t2
     avg_score=-139.520004 | runtime=0.74s
  -> run QUBO_dim64_t3
     avg_score=-412.399994 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-330.799988 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-307.839996 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-542.900024 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-431.059998 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-412.160004 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1112.800049 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-893.400024 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-849.400024 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1264.959961 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1114.140015 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-1019.039978 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-2573.879883 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-2257.320068 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-2045.020020 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.709925 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.734396 | runtime=0.77s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.739547 | runtime=0.81s
  -> run NK_dim128_t8
     avg_score=0.623095 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.699847 | runtime=1.04s
  -> run NK_dim256_t2
     avg_score=0.715929 | runtime=1.05s
  -> run NK_dim256_t4
     avg_score=0.691689 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.578537 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711906 | runtime=0.73s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.744096 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.749332 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.699832 | runtime=0.90s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p01__ds0p15__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-187.199997 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-147.740005 | runtime=0.74s
  -> run QUBO_dim64_t2
     avg_score=-135.639999 | runtime=0.74s
  -> run QUBO_dim64_t3
     avg_score=-376.700012 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-318.220001 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-289.799988 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-396.820007 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-375.779999 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-353.339996 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-806.159973 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-774.679993 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-681.320007 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-691.599976 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-790.479980 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-747.000000 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-1378.619995 | runtime=1.03s
  -> run QUBO_dim256_t4
     avg_score=-1570.760010 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-1515.599976 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.700648 | runtime=0.76s
  -> run NK_dim128_t2
     avg_score=0.710996 | runtime=0.77s
  -> run NK_dim128_t4
     avg_score=0.676694 | runtime=0.81s
  -> run NK_dim128_t8
     avg_score=0.602341 | runtime=1.14s
  -> run NK_dim256_t1
     avg_score=0.672752 | runtime=1.03s
  -> run NK_dim256_t2
     avg_score=0.670720 | runtime=1.05s
  -> run NK_dim256_t4
     avg_score=0.621947 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.571402 | runtime=1.83s
  -> run NK_dim64_t1
     avg_score=0.711537 | runtime=0.73s
  -> run NK_dim64_t2
     avg_score=0.740898 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.722236 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.646169 | runtime=0.89s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p01__ds0p3__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-198.580002 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-149.479996 | runtime=0.74s
  -> run QUBO_dim64_t2
     avg_score=-139.580002 | runtime=0.74s
  -> run QUBO_dim64_t3
     avg_score=-405.940002 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-326.660004 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-306.880005 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-522.479980 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-415.660004 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-406.480011 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1078.160034 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-871.500000 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-823.260010 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1163.599976 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1068.020020 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-962.900024 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-2321.719971 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-2146.800049 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-1986.160034 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.709022 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.731309 | runtime=0.77s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.729138 | runtime=0.81s
  -> run NK_dim128_t8
     avg_score=0.610353 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.695269 | runtime=1.03s
  -> run NK_dim256_t2
     avg_score=0.707655 | runtime=1.05s
  -> run NK_dim256_t4
     avg_score=0.676430 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.574771 | runtime=1.82s
  -> run NK_dim64_t1
     avg_score=0.711946 | runtime=0.73s
     -> TOP 1
  -> run NK_dim64_t2
     avg_score=0.743549 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.747144 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.679727 | runtime=0.90s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p01__ds0p3__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-180.279999 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-143.720001 | runtime=0.74s
  -> run QUBO_dim64_t2
     avg_score=-136.380005 | runtime=0.74s
  -> run QUBO_dim64_t3
     avg_score=-366.679993 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-319.920013 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-284.700012 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-372.720001 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-364.140015 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-346.200012 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-764.119995 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-746.320007 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-676.140015 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-650.900024 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-738.979980 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-723.520020 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-1262.060059 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-1508.719971 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-1454.319946 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.698544 | runtime=0.76s
  -> run NK_dim128_t2
     avg_score=0.705440 | runtime=0.77s
  -> run NK_dim128_t4
     avg_score=0.667930 | runtime=0.81s
  -> run NK_dim128_t8
     avg_score=0.600505 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.668368 | runtime=1.04s
  -> run NK_dim256_t2
     avg_score=0.664755 | runtime=1.06s
  -> run NK_dim256_t4
     avg_score=0.616408 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.571840 | runtime=1.82s
  -> run NK_dim64_t1
     avg_score=0.711205 | runtime=0.73s
  -> run NK_dim64_t2
     avg_score=0.738940 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.717055 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.646664 | runtime=0.89s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p015__ds0p01__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-197.300003 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-149.559998 | runtime=0.74s
  -> run QUBO_dim64_t2
     avg_score=-139.160004 | runtime=0.74s
  -> run QUBO_dim64_t3
     avg_score=-406.959991 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-329.799988 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-300.140015 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-501.779999 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-411.920013 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-392.320007 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-1051.160034 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-862.380005 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-791.460022 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-1071.900024 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-1005.799988 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-917.880005 | runtime=1.02s
  -> run QUBO_dim256_t3
     avg_score=-2137.780029 | runtime=1.02s
  -> run QUBO_dim256_t4
     avg_score=-2024.319946 | runtime=1.02s
  -> run QUBO_dim256_t5
     avg_score=-1896.939941 | runtime=1.02s
  -> run NK_dim128_t1
     avg_score=0.708146 | runtime=0.76s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.729762 | runtime=0.77s
  -> run NK_dim128_t4
     avg_score=0.722542 | runtime=0.81s
  -> run NK_dim128_t8
     avg_score=0.604391 | runtime=1.15s
  -> run NK_dim256_t1
     avg_score=0.692256 | runtime=1.04s
  -> run NK_dim256_t2
     avg_score=0.701865 | runtime=1.06s
  -> run NK_dim256_t4
     avg_score=0.665696 | runtime=1.12s
  -> run NK_dim256_t8
     avg_score=0.573341 | runtime=1.82s
  -> run NK_dim64_t1
     avg_score=0.711834 | runtime=0.73s
  -> run NK_dim64_t2
     avg_score=0.744445 | runtime=0.73s
  -> run NK_dim64_t4
     avg_score=0.745522 | runtime=0.74s
  -> run NK_dim64_t8
     avg_score=0.665962 | runtime=0.90s
[CONFIG] krbf__advnormalizedfitness__M3__L15__eps0p015__g0p015__ds0p01__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-158.619995 | runtime=0.74s
  -> run QUBO_dim64_t1
     avg_score=-140.300003 | runtime=0.74s
  -> run QUBO_dim64_t2
     avg_score=-129.919998 | runtime=0.74s
  -> run QUBO_dim64_t3
     avg_score=-315.239990 | runtime=0.74s
  -> run QUBO_dim64_t4
     avg_score=-293.119995 | runtime=0.74s
  -> run QUBO_dim64_t5
     avg_score=-260.079987 | runtime=0.74s
  -> run QUBO_dim128_t0
     avg_score=-285.940002 | runtime=0.77s
  -> run QUBO_dim128_t1
     avg_score=-305.980011 | runtime=0.77s
  -> run QUBO_dim128_t2
     avg_score=-310.260010 | runtime=0.77s
  -> run QUBO_dim128_t3
     avg_score=-575.659973 | runtime=0.77s
  -> run QUBO_dim128_t4
     avg_score=-636.320007 | runtime=0.77s
  -> run QUBO_dim128_t5
     avg_score=-600.979980 | runtime=0.77s
  -> run QUBO_dim256_t0
     avg_score=-493.179993 | runtime=1.02s
  -> run QUBO_dim256_t1
     avg_score=-577.719971 | runtime=1.02s
  -> run QUBO_dim256_t2
     avg_score=-550.719971 | runtime=1.02s
  -> run QUBO_dim256_t3
